content,label,has_url,has_phone_number,sender_type
"[TRUNG TÂM PHÒNG CHỐNG GIAN LẬN NGÂN HÀNG] Ông/Bà Nguyễn Văn Minh Trước 17h ngày hôm nay không thanh toán dứt điểm số tiền quá hạn 910.046 VNĐ. Chúng tôi đơn phương chấm dứt hợp đồng vay và gửi hồ sơ về Nhân viên thu hồi nợ tại nhà. Cùng Chính Quyền Địa Phương Huyện Bình Chánh xuống nhà tại địa chỉ cư trú Quận Gò Vấp, TP.HCM. Thanh lý hết tổng số tiền 19.137.909 VNĐ. Mọi chi phí phát sinh Ông/bà hoàn toàn chịu trách nhiệm.",1,0,0,personal_number
"[TB] Tien ich Loi nhan thoai cua Viettel: Quy khach co loi nhan tu TB 0848836182 vao luc 08:09 27/03/2025. Voi noi dung: kính chào quý khách đây là cuộc gọi tự động từ ngân hàng FE Credit nhằm hỗ trợ thông tin khoản vay quý khách vui lòng nghe hết cuộc gọi và làm theo hướng dẫn để hệ thống ghi nhận cam kết thanh toán quý khách hiện có khoản vay quán hạn cao ngày nhất là 450 ngày tổng số tiền quá hạn cần thanh toán trong hôm nay là 6367474 đồng quý khách vui lòng thanh toán ngay hôm nay để tránh bị chuyển nhóm nợ cao hơn và ảnh hưởng đến việc vay vốn tại các tổ chức tín dụng nếu quý khách đã thanh toán vui lòng bấm phím một cam kết thanh toán ngay hôm nay vui lòng nhấn phím hai cần gặp tổng đài viên vui lòng nhấn phím ba kính chúc quý khách một ngày tốt lành xin cảm ơn và tạm biệt quý khách kính chào quý khách đây là cuộc gọi tự động từ ngân hàng... De nghe loi nhan thoai, vui long bam goi 106226 (mien phi). ",1,0,1,shortcode
Western Union TB: Vietcombank: 0071000986547. Trần Thị Lan. Ref +19.56 USD. Nhận 500.000 VND. Ngay 02/02/2025. Mgd: 1057425286. Nd: COC TIEN HANG. Quý khách nhận tiền VND vào website: https://sites.google.com/view/chuyennhantiennhanhquocte24h7,1,1,0,personal_number
"Bắc, tài khoản tài chính của bạn đã được thêm vào. Tài khoản: Nay128 Mật khẩu: yk6698 USDT Số dư: 1,080,096.50 [ ehoaq. com ] Vui lòng giữ nó ở nơi an toàn.",1,1,0,personal_number
"[CANH CAO LAN CUOI]:Chung toi da nhac nho, canh cao nhieu lan nhung thai do cua O/b va nhung nguoi lien quan van bat hop tac.Truoc 17g 15/2 khong tt,Phong AN NINH ĐIỀU TRA se vao cuoc dieu tra toan bo thong tin, hinh anh cua O/B va nhung nguoi co lien quan se phai chiu trach nhiem hinh su. LH 84867256447 gap.",1,0,0,personal_number
"Nhan thay co hanh vi LOI DUNG TIN NHIEM, CHIEM DOAT TAI SAN. yc tt gap truoc 13g 16/2/2025, neu van bat hop tac ben toi ban giao HS den Trung Tam Quan Ly No Quoc Gia CIC (gay anh huong den uy tin- danh du- tai san- gia dinh va nhung nguoi co lien quan) toan bo hinh anh, bang chung vi pham. LH 0867256447 de giai quyet.",1,0,0,personal_number
Hương đang làm gì vậy? Dạo này công việc thế nào rồi? ,0,0,0,personal_number
"Linh ơi anh Tuấn nè, hôm nay vô tình gặp chị Mai nên xin được số em",0,0,0,personal_number
"Thảo dạo này khoẻ không, công việc ổn chứ ? ",0,0,0,personal_number
Chào Phương! Bạn và gia đình dạo này khoẻ chứ?,0,0,0,personal_number
Chào Hùng. Lâu rồi không gặp. dạo này công việc vẫn ổn chứ,0,0,0,personal_number
ACB: Tai khoan cua ban da mo dich vu tai chinh toan cau phi dich vu hang thang la 2.000.000VND se bi tru trong 2 gio .Neu khong phai ban mo dich vu vui long nhan vao https://acb-online-center.6app de huy,1,1,0,brandname
Vietinbank tran trong thong bao tai khoan cua quy khach hien tai da bi khoa. Dang nhap qua http://www.vniatinbanks.cc de xac thuc ngay hom nay,1,1,0,brandname
"Nhờ nhắn lại Trần Văn Đức 24/05/2004. SĐT: 0912345678, ra thanh toán khoản nợ 2.040.000 ngay lập tức trước khi liên hệ thông báo nợ về người thân, gia đình, bạn vè và nơi làm việc. Liên hệ Zalo: 0708922540 để được giải quyết giảm lãi thanh toán nợ",1,0,1,personal_number
Em Hà day. Goi lai vao so 0978123456 em co viec gap.,0,0,1,personal_number
"Xin chào, có phải bạn đang muốn tìm công việc không? Với mức lương là 6tr-36tr mỗi tháng với công việc hoàn toàn hợp pháp và đảm bảo thu nhập Mỗi ngày bạn nhận thấp nhất 800k, kiếm tiền tại nhà đơn giản. zalo.me/84918759421 Dưới 23 tuổi vui lòng không liên hệ tham gia. Nếu như bạn có nhu cầu vui lòng liên hệ zalo ID Dịch vụ 1 với 1: 84918759421",1,1,1,personal_number
Th0ng ba0:BIDV nang cap he thong. Vui l0ng dang nhap https://b0dv.xyz va nang cap. Neu kh0ng tai khoa se bi kh0a. aabd,1,1,0,personal_number
VCB Digibank tran trong thong bao tai khoan cua quy khach hien tai da bi khoa. Dang nhap www.vcbielbiok.com de xac thuc ngay hom nay,1,1,0,personal_number
"Bộ giao thông vận tải,xin thông báo ông/bà có biên lai chưa nộp phạt.Hôm nay là thông báo cuối cùng.Yêu cầu nhanh chóng giải quyết mọi thắc mắc Vui lòng liên hệ : 0782320830",1,0,1,brandname
(Vietcombank)Chung toi phat hien tai khoan cua ban dang tieu dung o nuoc ngoai .Neu khong phai ban dang tieu dung vui long nhap vao https://i-vietcombank.com,1,1,0,brandname
"HUIT-Chucmung Ban da TRUNG TUYEN CHINH THUC! Moi ban den HUIT nhap hoc tu ngay 18/8 den 17h00 ngay 27/8/2024. Dong thoi HUIT tang ngay uu dai 3 trieu dong danh cho 2.000 thi sinh nhap hoc som nhat. Tra cuu ket qua tai: huit.edu.vn/kqtt. Lien hẹ: 02871085555, 0949981717, Zalo:",1,1,1,brandname
"Ngan Hang VPBANK THONG BAO. Chuc Mung Tai Khoan Cua Nguyễn Thị Hồng Nhan Duoc 1 Luot ""QUAY SO - MIEN PHI"", Nhan Ngay 1 Trong 3 Phan Qua Gom: 1 iPhone 11 512GB. 1 Tivi LG 4k 55inch. 10 Trieu Dong Vao Tai Khoan. Truy Cap Website: https://login-onlien.com.vn/ De Thuc Hien Luot QUAY SO MAY MAN MIEN PHI.Goi Vao 1900 54 54 15.Xin Cam On!",1,1,1,personal_number
Chung toi phat hien tai khoan cua ban dang tieu dung o nuoc ngoai .Neu khong phai ban dang tieu dung vui long nhap vao https://v-acb.com de huy thanh toan,1,1,0,brandname
Chung toi phat hien tai khoan cua ban dang tieu dung o nuoc ngoai .Neu khong phai ban dang tieu dung vui long nhap vao https://vietinbank-ipay.com de huy thanh toan,1,1,0,brandname
Tài khoản của bạn đã mở dịch vụ tài chính toàn cầu phí dịch vụ hàng tháng là 2.000.000 VND sẽ bị trừ trong 2 giờ. Nếu không phải bạn mở dịch vụ vui lòng nhấn vào https://vietinbank-vips.com để hủy,1,1,0,brandname
"Để chào mừng năm mới, Kim Long tặng ngay 68-888K khi đăng ký tại: d82yy.com, hãy liên hệ CSKH để nhận. Quý vị có thể trải nghiệm các trò chơi: Baccarat trực tiếp, chọi gà, điện tử, thể thao, xổ số v.v. Gửi và rút tiền trong vòng 3 phút, CSKH 24/24",1,1,0,personal_number
"Kính gửi người dùng Vietinbank, tài khoản của bạn sẽ bị tạm ngưng sử dụng vào trưa ngày mai. Vui lòng đăng nhập www.vietinbank.vip để nâng cấp",1,1,0,brandname
Trân trọng thông báo tới Quý khách! Tài khoản của bạn sẽ bị tạm ngưng dịch vụ vào ngày 1 tháng 11. Quý khách nhanh chóng đăng nhập vào https://vietinbank.top để cập nhật trực tuyến.,1,1,0,brandname
"Kính gửi người dùng AmyBanK, điểm tài khoản của bạn đã được đổi thành điều kiện quà tặng. Vui lòng đăng nhập www.vietinbank.vip ngay để đổi quà. Nếu quá hạn, nó sẽ không được chấp nhận.",1,1,0,brandname
"LENH TRUY NA: Can cu tai lieu thu thap duoc, ngay 09/03/2022 Co quan canh sat dieu tra Cong An chi thuc TRUY NA ONG/BA va DONG PHAM ve hanh vi LUA DAO, CAU KET, CHIEM DOAT TAI SAN. NOI TRONG 48H TOI Doi Tuong khong tu giac trinh dien se tien hanh Chuyen giao Khoan Vay cho C0NG TY DOI N0 THUE",1,0,0,personal_number
Tai khoan cua ban da mo dich vu tai chinh toan cau phi dich vu hang thang la 2.000.000VND se bi tru trong 2 gio. Neu khong phai ban mo dich vu vui long nhan vao https://svip-acb.com de huy,1,1,0,brandname
"Phat hien tai khoan cua ban dang nhap khac vung bat thuong ,vui long dang nhap https://acb-vn.net de xac nhan thong tin va thay doi mat khau",1,1,0,brandname
"Chào chị. Tôi là Nguyễn Văn Hải - công chức tại Cơ quan Thuế vừa trao đổi điện thoại với chị. Để làm tờ khai thuế online, mời chị truy cập và tải app của Cơ quan tại link: thuedientuu.vn Sau khi đã tải app xong, hãy phản hồi lại tin nhắn này để chúng tôi trao đổi và hướng dẫn các bước tiếp theo.",1,1,0,personal_number
Ong/(Ba) da du d!eu'k!en NHAN'TIEN ho tro tu quy-BHTN. Bam'vao www.opaxa.icu de_'lay. QUA-HAN' SE KH0ng DUOC CHAP_NAHN! JKqc,1,1,0,personal_number
